№,施設名,区市町村名,施設所在地,最寄り駅,設置者名,開始時間,終了時間,２４時間,定員,事業開始　　　　年月日,電話番号,基準を満たす旨の証明書,備考
1028,リトル・メイト（ホテルオークラ内）,港区,虎の門2-10-4　ホテルオ-クラ本館205,"銀座線　
虎ノ門駅",東京リトル・メイト株式会社,8:00,22:00,,15.0,S54.10. 1,3586-0360,無,,35.666964,139.7443496,ChIJzewjNpCLGGAReJcYUpKFBV8,"日本, 〒105-0001 東京都港区虎ノ門２丁目１０−４"
1029,ベビー＆キッズルーム　パオ,港区,東麻布1-17-11　TNビル3F,"都営大江戸線　
赤羽橋駅",有限会社シンカ,7:00,22:00,,定員設定なし,H13. 9. 1,3585-1080,無,,35.6561014,139.7429695,ChIJnWOaJ72LGGARiDTLl6P4B2g,"日本, 〒106-0044 東京都港区東麻布１丁目１７−１１"
1030,だっこルーム,港区,高輪4-10-30　品川プリンスホテル,"京浜急行線　
品川駅",株式会社小学館集英社プロダクション,8:00,21:00,,15.0,H14. 4. 25,5475-7411,無,,35.6280212,139.735285,ChIJV362Y1eKGGARUJ3YCMRhAWE,"日本, 〒108-0074 東京都港区高輪４丁目１０−３０"
1031,キッズスクウェア　アークヒルズ,港区,六本木1-3-41　ア-クヒルズサイド3階,"南北線　
六本木一丁目駅",株式会社アルファコーポレーション,7:30,22:00,,定員設定なし,H15. 1. 6,3583-9320,有,,35.665939,139.7401889,ChIJS0FE0JqLGGARamV5FtG242k,"日本, 〒106-0032 東京都港区六本木１丁目３−４１"
1032,みなとほっとルーム,港区,芝5-36-4 3階,"JR山の手線：田町駅
都営三田線：三田駅",港区,8:30,18:30,,17.0,2003-04-14,3456-4367,無,,35.6451139,139.7446169,ChIJA_E-K7KLGGARDy8j9fhB4hM,"日本, 〒105-0014 東京都港区芝５丁目３６−４"
1033,キッズスクエア　六本木ヒルズ,港区,六本木6-10-1　六本木ヒルズ　ウエストウォ-ク6F,"日比谷線　
六本木駅",株式会社アルファコーポレーション,7:30,22:00,,45.0,H15. 8.26,5772-1577,有,,35.6604621,139.7292786,ChIJQa-9DHeLGGARx5-bnUPOQMo,"日本, 〒106-0032 東京都港区六本木６丁目１０−１ 六本木ヒルズ森タワー"
1034,ふたばクラブ（麻布会）,港区,東麻布1-5-6麻布市川ビル1階,"都営大江戸線　
神谷町駅",双葉教育株式会社,09:00,18:30,,25.0,H17.8.28,6459-1211,有,,35.6578623,139.7431472,ChIJnd1UQ72LGGAR2wc12idW_UI,"日本, 〒106-0044 東京都港区東麻布１丁目５−６"
1035,東麻布保育室,港区,東麻布2-1-1,"都営大江戸線　
赤羽橋駅",港区,07:15,20:15,,152.0,2007-10-22,3584-3811,有,,35.6581872,139.7426056,ChIJ_asPVr2LGGARE71GIARitc0,"日本, 〒106-0044 東京都港区東麻布２丁目１−１"
1036,高輪シュタイナーこども園,港区,高輪3-18－2,"JR山の手線　
品川駅",株式会社こどもとくらし,09:00,16:00,,9.0,2008-08-01,5424-1776,有,,35.6331844,139.7345376,ChIJj1pStVWKGGARMRYRiZTFGjs,"日本, 〒108-0074 東京都港区高輪３丁目１８−２"
1037,キッズ花花　六本木店,港区,六本木6-6-13スプリ-ムマンション302,"都営大江戸線　
六本木駅",有限会社花花,,,○,定員設定なし,2007-12-10,3402-0963,無,,35.6621087,139.7316648,ChIJbVRS4XeLGGARVAzu-cmzbMU,"日本, 〒106-0032 東京都港区六本木６丁目６−１３"
1038,札の辻保育室,港区,芝5-36-4,JR山の手線：田町駅、都営三田線：三田駅,港区,07:15,20:15,,174.0,2008-02-01,5232-1130,無,,35.6451139,139.7446169,ChIJA_E-K7KLGGARDy8j9fhB4hM,"日本, 〒105-0014 東京都港区芝５丁目３６−４"
1039,PEEK A BOO,港区,"南麻布1-6-32
(新)麻布十番1－10－3モンテプラザ９０５〒１０６－００４５）","都営大江戸線　　
麻布十番駅",梶村　奈美,,,○,11.0,2009-03-15,080-3912-0858,無,,35.6520572,139.7356453,ChIJkVahFaGLGGARWA5f2fnG05w,"日本, 〒106-0047 東京都港区南麻布１丁目６−３２"
1040,アイ　インターナショナルスクール,港区,三田5-4-1  3階,"JR山の手線　
田町駅",アイインターナショナルスクール株式会社,08:30,18:30,,31.0,S61,3769-3372,有,,35.6478467,139.7386423,ChIJ52g0jKWLGGARo8uHNwrfBuU,"日本, 〒108-0073 東京都港区三田５丁目４−１"
1041,ヤマトインターナショナルスクール,港区,南麻布2-1-18,"都営三田線　　
白金高輪駅",ヤマト・インターナショナルスクール,07:30,18:30,,定員設定なし,2003-06-05,5488-7888,無,,35.6493825,139.7340788,ChIJOUBgJKeLGGARniGy-GywReQ,"日本, 〒106-0047 東京都港区南麻布２丁目１−１８"
1042,港区青南保育室,港区,南青山4-19-18,"銀座線　
表参道駅",港区,07:15,20:15,,120.0,2010-04-01,5770-3933,無,,35.66390519999999,139.7165911,ChIJU61qgGGLGGARhlPSQyhd1NI,"日本, 〒107-0062 東京都港区南青山４丁目１９−１８"
1043,SOH,港区,南青山2-18-11ARUMAKAN101,"銀座線　
外苑前駅",伊東晶子,08:00,23:00,,10.0,2010-07-03,6447-2352,無,,35.6691075,139.7198295,ChIJWRvlD52MGGARNffBO84QjqM,"日本, 〒107-0062 東京都港区南青山２丁目１８−１１"
1044,港区たまち保育室,港区,芝浦3-4-1グランパ-クプラザ棟2階,"JR山の手線　
田町駅",港区,07:15,20:15,,181.0,2010-06-01,5484-6088,無,,35.6438029,139.7454835,ChIJ5Q8HpbOLGGARv7Q0zMeAED4,"日本, 〒105-0023 東京都港区芝浦３丁目４−１"
1045,バイリンガサイエンスインターナショナルスクール,港区,高輪3-21-7　レガロ高輪1階,"JR山の手線　
品川駅",バイリンガランゲージスクール有限会社,08:30,18:00,,72.0,2010-09-14,6450-2923,有,,35.632529,139.7358737,ChIJQZQIoFaKGGARrAnPtRPJAFg,"日本, 〒108-0074 東京都港区高輪３丁目２１−７"
1046,Ａｙｌａ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｓｃｈｏｏｌ（ｱｲﾗ　ｲﾝﾀｰﾅｼｮﾅﾙｽｸｰﾙ）,港区,白金台5－１３－28　白金台102号,"都営三田線　
白金台駅",Ａ－ＧＡＴＥ株式会社,09:00,20:00,,30.0,H15.7. 1,3448-2585,無,,35.6376984,139.7224744,ChIJc6gwxgSLGGAR8pKR2etOOBQ,"日本, 〒108-0071 東京都港区白金台５丁目１３−２８ 白金台ハイツ"
1047,一般社団法人東京アメリカンクラブチャイルドケアセンター,港区,麻布台2-1-2,"都営大江戸線　
麻布十番駅",一般社団法人東京アメリカンクラブ,09:00,21:00,,21.0,40634.0,4588-0701,無,,35.6583483,139.7410557,ChIJWzsOE5iLGGARt26UrcyPHQg,"日本, 〒106-0041 東京都港区麻布台２丁目１−２"
1048,まほうの保育園,港区,港南3-5-10パークタワー品川ベイワード1階,"JR山の手線　
品川駅",株式会社HIROLINE,07:00,22:00,,40.0,40878.0,3471-7731,有,,35.6341764,139.7480475,ChIJbb3Rx0iKGGARRQeOtrQR0IM,"日本, 〒108-0075 東京都港区港南３丁目５−１０"
1049,リトルスターキッズクラブ,港区,西麻布4－10－1MFビル1階,"日比谷線　
広尾駅",株式会社One＆Only,08:30,21:00,,20.0,39479.0,3797-1355,有,,35.6579617,139.7229573,ChIJg_vtOHCLGGAR_CZrcpR4e6E,"日本, 〒106-0031 東京都港区西麻布４丁目１０−１"
1050,みなと保育サポート白金,港区,白金3-10-12　2階,"南北線　
白金駅",港区,07:15,18:15,,27.0,41000.0,5423-4909,有,,35.644894,139.7310737,ChIJHe5yDgiLGGARAywO5aBXyhY,"日本, 〒108-0072 東京都港区白金３丁目１０−１２"
1051,港区桂坂保育室,港区,高輪3－19－36,"JR山の手線　
品川駅",港区,07:15,20:15,,295.0,40664.0,5475-6646,無,,35.6333873,139.7372124,ChIJI4_O-FOKGGARwSBD9UmRHFg,"日本, 〒108-0074 東京都港区高輪３丁目１９−３６"
1052,港区芝浦アイランドこども園,港区,芝浦4－20－1,"JR山の手線　
田町駅",港区,07:15,22:00,,100.0,39173.0,5443-7337,無,,35.640373,139.7524191,ChIJFY5SdUqKGGAR3vumDf3vnRI,"日本, 〒105-0023 東京都港区芝浦４丁目２０−１"
1053,キッズガーデン広尾,港区,南麻布5-16-13グリーンコア広尾1階,"日比谷線　
広尾駅",株式会社kid's Smaile　Project,7:30,21:00,,30.0,39794.0,6721-7111,有,,35.6515514,139.723513,ChIJx1NTwnKLGGAR2XyHOSjhnmk,"日本, 〒106-0047 東京都港区南麻布５丁目１６−１３"
1054,伸芽'Sクラブ田町,港区,芝浦3－１６－１中野興産ビル2階3階,"JR山の手線　
田町駅",株式会社伸芽会,7:30,21:00,,80.0,41120.0,3452-3759,有,,35.6421647,139.7497557,ChIJBcBfKEuKGGARenlVVr6-mfM,"日本, 〒105-0023 東京都港区芝浦３丁目１６−１ 中野興産ビル"
1055,南青山たんぽぽ保育所,港区,南青山4－20－3メゾン・ド・ラーク,"銀座線　
表参道駅",株式会社ハセガワエスティ,08:00,20:00,,20.0,41183.0,6434-5932,有,,35.6648579,139.7159439,ChIJy-yLjWGLGGARaSAGdRQDAc8,"日本, 〒107-0062 東京都港区南青山４丁目２０−３"
1056,creche bebe,港区,赤坂４-１４-１４パークコート赤坂ザ・タワープラザ１階,"銀座線　
赤坂見付駅",株式会社チェンジウェーブ,09:00,18:00,,2.0,41333.0,6277-8555,無,,35.6580681,139.7515992,ChIJ8yIZtLuLGGARrGzw8nX96zM,"日本, 東京都港区"
1057,都市型保育園ポポラー東京表参道園,港区,北青山3-3-7　青山第一ビル２F,"銀座線　
表参道駅",株式会社タスク・フォース,07:30,21:00,,32.0,41358.0,5772-9090,無,,35.66841300000001,139.7150216,ChIJBSYb7p6MGGARGJratGIawg4,"日本, 〒107-0061 東京都港区北青山３丁目３−７"
1058,東京international kindercare,港区,東麻布1-26-2セラフデアザブ3F,"大江戸線 
赤羽橋駅",株式会社日本international kindercare,08:30,22:00,,12.0,41365.0,6441-0545,無,,35.6554182,139.7448027,ChIJQQ3XYbyLGGARhSzmfuAx_CE,"日本, 〒106-0044 東京都港区東麻布１丁目２６−２"
1059,みなと保育サポート港南四丁目,港区,港南４-２-４都営住宅1F,"JR山の手線　
品川駅",港区,07:15,18:15,,20.0,41386.0,5796-8862,無,,35.6580681,139.7515992,ChIJ8yIZtLuLGGARrGzw8nX96zM,"日本, 東京都港区"
1060,港区港南四丁目保育室,港区,港南４-２-４都営住宅1F,"JR山の手線　
品川駅",港区,07:15,20:15,,46.0,41365.0,5796-8863,無,,35.6580681,139.7515992,ChIJ8yIZtLuLGGARrGzw8nX96zM,"日本, 東京都港区"
1061,キッズランド,港区,西麻布2-17-6-202,"日比谷線・大江戸線
六本木・表参道",WINカンパニー,,,○,10.0,41487.0,6450-5365,無,,35.6621944,139.7202936,ChIJo0malmSLGGARfyUzDF6g3pM,"日本, 〒106-0031 東京都港区西麻布２丁目１７−６"
1062,港区愛宕保育室,港区,愛宕1-7-5,"日比谷線　
神谷町駅",港区,07:15,20:15,,47.0,41548.0,3433-2671,無,,35.6644769,139.7492566,ChIJ1wQvZpSLGGAR8h9EJ-1pRJ4,"日本, 〒105-0002 東京都港区愛宕１丁目７−５ 区立愛宕保育室"
1063,ベビールーム新橋,港区,新橋5-9-5ＮTビル2階,"JR山の手線　
新橋駅",ギャラリーボブ株式会社,07:00,23:00,,定員設定なし,41554.0,6435-8350,無,,35.6634065,139.7557515,ChIJ5WJd2MGLGGARleHl1A0FH0w,"日本, 〒105-0004 東京都港区新橋５丁目９−５"
1064,Sｔ.Alban’ｓ　Nursery　　聖オルバン　ナーサリー,港区,芝公園3-6-25,"日比谷線
神谷町",ロズリン　ヘイマン,09:00,14:00,,20.0,41579.0,090-6840-4542,無,,35.6599954,139.7438221,ChIJAaMruZeLGGARPOQTmb2Hqt8,"日本, 〒105-0011 東京都港区芝公園３丁目６−２５"
1065,クランテテ三田,港区,三田1-3-31　FORECAST三田３階,"大江戸線　
赤羽橋駅",株式会社GIビレッジ,08:00,21:00,,60.0,41640.0,5439-5291,無,,35.6545766,139.7435389,ChIJ4dn2l7yLGGARlRmNjNjIL8c,"日本, 〒108-0073 東京都港区三田１丁目３−３１"
1066,芝浦橋保育室,港区,芝浦4-6-8　田町ファーストビル2階,"JR各線　
田町駅",港区,07:15,20:15,,223.0,41609.0,6865-1004,無,,35.6392424,139.7449504,ChIJC6Cx40yKGGARUlOjhx5jPTI,"日本, 〒105-0023 東京都港区芝浦４丁目６−８"
1067,港区緊急暫定保育施設　港区浜松町二丁目保育室,港区,浜松町2-3-20,"JR各線　
浜松町駅",港区,07:15,20:15,,129.0,41730.0,6435-9507,無,,35.6548991,139.7557045,ChIJaVX7MMaLGGARajx6WMHg3aA,"日本, 〒105-0013 東京都港区浜松町２丁目３−２０"
1068,キッズガーデン元麻布,港区,元麻布3-4-23　A.R.T元麻布2F,"日比谷線　
広尾駅",株式会社kids Smaile　Project,08:00,20:00,,定員設定なし,39794.0,6447-7556,無,,35.6558704,139.727257,ChIJ20HBDnSLGGARZIrHWjfOw3k,"日本, 〒106-0046 東京都港区元麻布３丁目４−２３"
1069,バイリンガサイエンスインターナショナルスクール　青山校,港区,南青山6-13-14,"半蔵門線
表参道駅",株式会社バイリンガ,08:30,18:00,,18.0,41852.0,6450-6179,無,,35.6592918,139.7148747,ChIJUZ8I72aLGGARAZBCnW-jUPg,"日本, 〒107-0062 東京都港区南青山６丁目１３−１４"
1070,みなと保育サポート東麻布,港区,東麻布2-1-1　4階,"大江戸線　
赤羽橋駅",港区,07:15,18:15,,20.0,41730.0,5544-8461,無,,35.6581872,139.7426056,ChIJ_asPVr2LGGARE71GIARitc0,"日本, 〒106-0044 東京都港区東麻布２丁目１−１"
1071,カンガルーのぽけっと,港区,高輪1-17-13-101,"都営三田線、南北線
白金高輪",福島　忍,,,○,定員設定なし,41913.0,3446-6755,無,,35.6400641,139.7331986,ChIJAXm9GaqLGGARkBPVajVv98U,"日本, 〒108-0074 東京都港区高輪１丁目１７−１３"
1072,TOEアカデミー　高輪校,港区,高輪4-5-3,"JR各線
品川駅",株式会社　EDIＱ,08:00,20:00,,35.0,42009.0,6277-4083,無,,35.6272879,139.732227,ChIJq5oH4VeKGGARcd6kWAxOfXk,"日本, 〒108-0074 東京都港区高輪４丁目５−３"
1073,きらめき保育園,港区,新橋5-13-7　４C’S新橋ビル２F,"JR線
新橋駅",フォーシーズ株式会社,07:00,20:00,,15.0,41974.0,03-6459-0358,無,,35.6626899,139.7567959,ChIJD5HDksGLGGARO_G_2Cwv8S0,"日本, 〒105-0004 東京都港区新橋５丁目１３−７"
1074,Universal Childcare Akasaka,港区,赤坂7-7-5　赤坂セブンビル１F,"千代田線　
赤坂駅",麻布クリエイト株式会社,07:30,19:30,,27.0,42095.0,5797-7280,無,,35.6708049,139.7327755,ChIJwZdZMICLGGARSIcY4Gzvvis,"日本, 〒107-0052 東京都港区赤坂７丁目７−５"
1075,ファミリアプリスクール,港区,白金台4-10-8,"都営三田線　
白金台駅",株式会社ファミリア,08:00,20:00,,60.0,42106.0,5475-8626,無,,35.637728,139.7242134,ChIJ9R5FiASLGGAR-mQ1mIUOGcc,"日本, 〒108-0071 東京都港区白金台４丁目１０−８"
1076,ベイクレストタワー保育室,港区,港南3-9-33,"JR線　
品川駅",さんまーくえいてす株式会社,07:45,19:30,,12.0,38687.0,5460-4031,無,,35.6317129,139.7516973,ChIJk8k0d0eKGGAR-emsHHGvvo4,"日本, 〒108-0075 東京都港区港南３丁目９−３３"
1077,ちゃいるどはっぴっぴ白金台,港区,白金台5-13-29-１F,"南北線　
白金台駅",株式会社リンクス,08:00,18:00,○,10.0,38786.0,070-6556-4981,無,,35.6376558,139.7223497,ChIJ10mUyASLGGAR-1tRc1GsmmM,"日本, 〒108-0071 東京都港区白金台５丁目１３−２９"
1078,港区緊急暫定保育施設　港区南麻布三丁目保育室,港区,南麻布3-5-15,"東京メトロ南北線　　
麻布十番駅",港区,07:15,20:15,,87.0,42095.0,3443-5711,無,,35.650985,139.7305569,ChIJldtDXwqLGGARTU4G6SL1CQ8,"日本, 〒106-0047 東京都港区南麻布３丁目５−１５"
1079,シャトーデバンビーニモンテッソーリスクール,港区,南麻布2-8-18,"南北線
白金高輪駅",ジョーンズ　栄理子,08:00,19:00,,60.0,41304.0,6400-3328,無,,35.6484521,139.7355732,ChIJPaBCX6aLGGAR6g_R1oljzj0,"日本, 〒106-0047 東京都港区南麻布２丁目８−１８"
1080,Star　Kids　インタープレスクール,港区,芝公園2-8-2　小貝ビル2F,"三田線
芝公園駅",ジャイデウィゴヒル,08:30,18:30,,4.0,42095.0,6452-9470,無,,35.6547018,139.7511521,ChIJ9ZziX7iLGGAREu3T1Rd6XSw,"日本, 〒105-0011 東京都港区芝公園２丁目８−２"
1081,おひさま保育室,新宿区,新宿区新宿7-13-2　笹木ビル１F,"大江戸線　
東新宿駅",泉谷　友貴,08:00,19:00,,定員設定なし,S55.12 .8,080-4720-6518,無,,35.6911017,139.706763,ChIJLbQAHdyMGGARtbqNkkWqBis,"日本, 〒160-0022 東京都新宿区新宿"
1082,カワイこどもルーム,新宿区,上落合2-13-6,"東西線　
落合駅",河合薬業株式会社,8:00,20:00,,定員設定なし,H12. 9. 1,3365-1152,無,,35.7112626,139.6876309,ChIJldcBurXyGGAReJDqYy4nOWI,"日本, 〒161-0034 東京都新宿区上落合２丁目１３−６"
1083,ベビーサロン　きこり,新宿区,百人町2-21-22　,"JR山の手線　
大久保駅",矢部　光啓,8:00,19:00,,8.0,H11.12. 1,5348-5347,有,,35.7029444,139.6973053,ChIJBcekay6NGGARwpOxNLsq7tY,"日本, 〒169-0073 東京都新宿区百人町２丁目２１−２２"
1084,リトル・メイト（京王プラザ内）,新宿区,西新宿2-2-1　京王プラザホテル本館30階,"JR線　
新宿駅",東京リトル・メイト株式会社,8:00,22:00,,15.0,S53.12. 1,3345-1439,無,,35.68968479999999,139.6946644,ChIJpe-kdtSMGGAROpeKlN2C06Y,"日本, 〒160-0023 東京都新宿区西新宿２丁目２−１"
1085,キッズパラダイス新宿,新宿区,新宿3-9-5　ゴ-ルドビル5F,"都営新宿線　
新宿三丁目駅",スターメッドグループ株式会社,,,○,20.0,2007-03-01,5369-2303,無,,35.69137660000001,139.7067852,ChIJ3xOhnNyMGGARPQe2KBtBPNM,"日本, 〒160-0022 東京都新宿区新宿３丁目９−５"
1086,たいよう保育園　新宿園,新宿区,新宿5-18-9　酒井ビル2F,"JR線　
新宿駅",石澤ハルノ,07:30,02:00,,20.0,H14. 7.10,5272-7028,無,,35.6946873,139.7058574,ChIJ86hxT9mMGGAR7v2nQ73-Fss,"日本, 〒160-0022 東京都新宿区新宿５丁目１８−９"
1087,保育室そよ風,新宿区,市谷鷹匠町3番町　市谷ヒルズ202,"南北線　
市ヶ谷駅",松隈裕子,8:30,19:00,,5.0,H14. 4. 1,090-2561-0260,無,,35.6958728,139.7337885,ChIJf5Y7Ml-MGGARX2dPPqFagPA,"日本, 〒162-0848 東京都新宿区市谷鷹匠町２−１ 市谷鷹匠町ビル"
1088,早稲田フロンティアキッズ,新宿区,新宿区河田町3-16　河田町コンフォガ-デン施設C棟,"都営新宿線　
若松河田駅",株式会社ファミーラ,07:00,20:00,,69.0,H15.7.1,3356-8080,有,,35.6964042,139.7201251,ChIJx4-DE-WMGGARNDyajxvrmpI,"日本, 〒162-0054 東京都新宿区河田町３−１６"
1089,Dr.MOM Nursery School,新宿区,左門町6-7鯉江ビル2階,"丸の内線 
 四谷三丁目駅",Dr.MOM,07:00,22:00,,44.0,18.5.15,5362-3387,有,,35.6862452,139.7204792,ChIJLbuONe2MGGAR-p0Z51Vmxic,"日本, 〒160-0017 東京都新宿区左門町６−８ 鯉江ビル"
1090,愛嬰幼保学園新宿園,新宿区,百人町2-11-24,"JR山の手線　
新大久保駅",株式会社　愛嬰,,,○,50.0,2010-02-01,4405-7604,有,掲載している電話番号は本部の番号である。,35.7019418,139.6991467,ChIJ99CNGy-NGGARPsmB_mSF7cA,"日本, 〒169-0073 東京都新宿区百人町２丁目１１−２４"
1091,ふぃおーれ保育室,新宿区,新宿7-26-9フィオ-レ東京3階,"都営新宿線　
若松河田駅",東京社会保険協会,08:00,16:00,,18.0,2010-04-16,5287-6211,有,,35.6979981,139.7090708,ChIJI345qN-MGGAR7hCfJUcgDN4,"日本, 〒160-0022 東京都新宿区新宿７丁目２６−９"
1092,(独）国立国際医療研究センター　あさがお保育園,新宿区,戸山1-21-1　第2教育研修棟301,"都営大江戸線
若松河田駅", 国立国際医療研究センター,08:00,18:30,,5.0,1964-10-11,3202-7181,無,,35.7032144,139.7157975,ChIJSQ7nEB6NGGARkNbsGoM9OLc,"日本, 〒162-0052 東京都新宿区戸山１丁目２１−１"
1093,伸芽’Sクラブプレミアム神楽坂,新宿区,神楽坂1-2研究社英語センタービル1F,"JR山手線　東西線
飯田橋駅",株式会社伸芽会,07:30,21:00,,80.0,2013-09-01,3268-3759,有,,35.699095,139.7410131,ChIJLyxNXluMGGAR87jsONcsSnM,"日本, 〒162-0825 東京都新宿区神楽坂１丁目２ 研究社英語センタービル"
1094,わんぱくランド,新宿区,歌舞伎町1-15-1　吉本ビル2F,"西武新宿線　
西武新宿駅",株式会社プリマウ゛ェーラ,,,○,15.0,2014-01-06,6457-3978,無,,35.6939706,139.70238,ChIJgacjwdmMGGARx7dZES4ts_8,"日本, 〒160-0021 東京都新宿区歌舞伎町１丁目１５−１"
1095,どみそ保育園,新宿区,"高田馬場3-12-5　
セブンビル2階","JR山手線　
高田馬場駅",株式会社ベストペース,,,○,45.0,2014-04-14,6304-0905,有,,35.7132128,139.7008877,ChIJzZBXjzeNGGARhzwe4kaedi8,"日本, 〒169-0075 東京都新宿区高田馬場３丁目１２−５"
1096,あすたび保育園,新宿区,歌舞伎町2-42-17-202,"西武新宿線
西武新宿駅",高橋秀一,07:00,20:00,,20.0,2015-09-01,6380-2815,無,,35.6979257,139.7013022,ChIJ2wgf4CeNGGARVrZRZGuUbsM,"日本, 〒160-0021 東京都新宿区歌舞伎町２丁目４２"
1096,あすたび保育園,新宿区,歌舞伎町2-42-17-202,"西武新宿線
西武新宿駅",高橋秀一,07:00,20:00,,20.0,2015-09-01,6380-2815,無,,35.6979257,139.7013022,ChIJ2wgf4CeNGGARVrZRZGuUbsM,"日本, 〒160-0021 東京都新宿区歌舞伎町２丁目４２",35.696612,139.702566,ChIJwfzJX9iMGGARcVJc0lTkmGo,"日本, 〒160-0021 東京都新宿区歌舞伎町２丁目"
1097,保育所ちびっこランド　新宿御苑前２４園,新宿区,新宿1-19-8　　サンモール第7ビル2F,"丸ノ内線
新宿御苑前駅",株式会社日新館,,,○,20.0,2015-03-05,6457-4193,無,,35.6897548,139.712593,ChIJ1_hKy-mMGGARBUjF_GJX0Jw,"日本, 〒160-0022 東京都新宿区新宿１丁目１９−８"
1098,ミルキーホーム湯島園,文京区,湯島3-31-1スト-ク湯島1階,"千代田線　
湯島駅",株式会社サニースタッフ,,,○,18.0,H 7.10. 4,3832-6070,有,,35.708171,139.7686132,ChIJ7_TGcSGMGGARbG9vY7oHwWg,"日本, 〒113-0034 東京都文京区湯島３丁目３１−１"
1099,The happy nursery school,文京区,千駄木2-13-1　ルネ千駄木プラザ227,"千代田線　
千駄木駅",長谷川摩里,7:30,20:00,,17.0,H12. 4.15,3827-5830,無,,35.7232191,139.7623991,ChIJ899Nec2NGGAR8mDQiRO6Q2g,"日本, 〒113-0022 東京都文京区千駄木２丁目１３−１"
1100,キッズスクエア（東京ﾄﾞｰﾑﾎﾃﾙ内）,文京区,後楽1-3-61　東京ド-ムホテル内7Ｆ,"ＪＲ総武線　
水道橋駅",株式会社アルファ・コーポレーション,7:30,22:00,,15.0,H12. 6. 1,5805-2272,無,,35.7046625,139.753342,ChIJze_wuziMGGARW-kIl-tvVZw,"日本, 〒112-0004 東京都文京区後楽１丁目３−６１"
1101,マザーグース東京湯島営業所リトルハウス,文京区,湯島3-12-13,"千代田線　
湯島駅",西　陽子,7:00,22:00,,12.0,H16.4.17,3837-3767,無,,35.7046408,139.7691966,ChIJXYmyax-MGGARLLX5ETUAsfg,"日本, 〒113-0034 東京都文京区湯島３丁目１２−１３"
1102,NAS KIDS UNIVERSITY BUNKYO,文京区,千駄木3-50-2,"千代田線　
千駄木駅",スポーツクラブNAS株式会社,08:00,20:00,,50.0,2013-04-08,5834-2551,無,,35.7303821,139.7624711,ChIJn1Fx_8-NGGARnbdlXDMxXz4,"日本, 〒113-0022 東京都文京区千駄木３丁目５０−２"
1103,まるる保育園,文京区,大塚3-43-3小石川ハイツ星座101,"丸の内線　
茗荷谷駅",西　泰宏,08:00,19:00,,24.0,2014-11-25,6902-0155,無,,35.7227435,139.7368008,ChIJiYH5g6aNGGARr0lN9tUjHnw,"日本, 〒112-0012 東京都文京区大塚３丁目４３−３"
1104,音羽の坂こども園,文京区,音羽1-1-7吉見屋ビル1F,"有楽町線　
江戸川橋駅",辻村人材コンサル株式会社,08:00,20:00,,30.0,2015-04-01,6304-1138,無,,35.7112224,139.7319404,ChIJCwaTfwCNGGAR1oInW0B67Nw,"日本, 〒112-0013 東京都文京区音羽１丁目１−７"
1105,ぽっぽはうす,台東区,千束3-6-8スカイコ-ト102号,"日比谷線　
入谷駅",大山　幸弘,,,○,定員設定なし,H11. 8.10,3874-8366,無,,35.7206373,139.7928775,ChIJydsQSZOOGGARhUuQs33c3Wc,"日本, 〒111-0031 東京都台東区千束３丁目６−８"
1106,こどもの城,台東区,千束3-27-3,"日比谷線　
入谷駅",西野入由美子,,,○,27.0,H13.12. 2,3876-2161,無,,35.7224316,139.7940606,ChIJkwBy2OyOGGAR0DSZj5xCCQg,"日本, 〒111-0031 東京都台東区千束３丁目２７−３"
1107,リトルハウス谷中,台東区,谷中3-20-15,"ＪＲ山の手線　　
西日暮里駅",西　陽子,08:30,22:00,,11.0,2004-04-17,090-2900-8061,有,,35.7302434,139.7644598,ChIJe3oEadCNGGARGWYFpNYbGws,"日本, 〒110-0001 東京都台東区谷中３丁目２０−１５"
1108,ベベ・ア・パリ,台東区,台東3-34-5島田ビル1F,"大江戸線　
新御徒町",株式会社fesパートナーズ,07:30,20:00,,20.0,2009-05-20,6803-2210,無,,35.7055105,139.7795043,ChIJ45hAjKOOGGARhEVKw-FGYQE,"日本, 〒110-0016 東京都台東区台東３丁目３４−５"
1109,ちびっ子ハウス,台東区,池之端1-1-2ウスタムコ-ツ池之端ハイツ201,"千代田線　
湯島駅",株式会社ちびっ子ハウス,,,○,定員設定なし,2010-10-05,6240-1432,無,,35.7089459,139.7694575,ChIJgwDsFiGMGGARNY95_elQtZQ,"日本, 〒110-0008 東京都台東区池之端１丁目１−２"
1110,ほしぞら保育園,台東区,西浅草1-9-11三井ビル3，4階,"つくばエクスプレス
浅草駅",小野　正也,,,○,定員設定なし,2011-01-04,6231-7446,無,,35.7116491,139.7906504,ChIJg5NW_r6OGGAR2lL5iKAQ7HA,"日本, 〒111-0035 東京都台東区西浅草１丁目９"
1110,ほしぞら保育園,台東区,西浅草1-9-11三井ビル3，4階,"つくばエクスプレス
浅草駅",小野　正也,,,○,定員設定なし,2011-01-04,6231-7446,無,,35.7116491,139.7906504,ChIJg5NW_r6OGGAR2lL5iKAQ7HA,"日本, 〒111-0035 東京都台東区西浅草１丁目９",35.7108381,139.7906032,ChIJ1eWQ776OGGARFXnq4jfCxoI,"日本, 〒111-0035 東京都台東区西浅草１丁目"
1111,託児ルームミケハウス,台東区,台東区雷門2-1-10若山ビル1階,"東京メトロ銀座線　
浅草駅",大久保　匠,,,○,定員設定なし,2010-04-01,3841-7707,,
